Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
22.0,22.2,0.59,20.47,2.79,29.0,826.44
24.0,0,0.54,20.32,3.27,27.5,846.85
23.0,8.3,0.49,20.50,3.16,32.0,730.79
24.0,12,0.51,20.20,2.89,32.0,743.30
23.0,0,0.53,20.01,3.04,30.0,721.31
22.0,73,0.63,19.71,2.67,33.0,709.35
20.0,4,0.42,19.53,3.25,24.0,675.68
24.0,0,0.31,19.47,3.68,25.0,614.60
21.0,2.8,0.30,19.11,4.36,27.0,562.33
23.5,0,0.31,19.30,4.05,24.0,476.20
20.0,1.1,0.31,19.72,3.99,34.0,433.71
22.0,12,0.28,19.88,3.67,33.0,413.08
20.0,4.6,0.31,19.56,3.57,32.5,484.93
22.0,10,0.31,19.46,4.08,34.0,431.11
19.0,14,0.29,18.49,3.49,34.0,394.67
18.0,15,0.38,17.58,4.14,30.0,383.89
21.1,0,0.31,17.62,3.64,32.0,334.00
22.0,0,0.26,19.10,3.71,34.0,338.58
21.5,20.3,0.33,18.82,3.77,32.5,312.33
23.0,20,0.23,18.64,4.06,32.2,305.50
22.0,53.6,0.21,18.35,4.06,35.0,320.25
23.0,28,0.20,18.18,4.32,32.0,326.17
23.0,4.5,0.21,17.81,4.60,32.0,318.58
20.5,3.5,0.26,17.88,4.08,35.5,318.25
21.5,36,0.23,17.99,3.91,34.5,269.71
22.0,14.8,0.23,17.31,3.90,34.0,294.46
22.0,1.2,0.21,17.44,4.17,32.0,296.08
18.0,0.8,0.21,17.75,4.21,26.0,360.00
17.0,13.6,0.19,12.62,3.88,26.0,1702.00
20.0,0,0.16,17.28,4.40,22.0,961.00
17.0,0.5,0.19,16.67,4.53,26.0,603.54
19.0,0,0.22,17.20,3.82,32.0,545.23
20.0,4.8,0.17,17.30,3.85,32.0,452.54
22.0,6.2,0.13,17.19,4.31,33.5,449.92
19.0,9.4,0.12,16.89,3.97,32.0,463.08
19.0,18.2,0.17,16.86,3.84,31.0,406.54
20.0,0,0.24,16.80,3.18,32.0,363.85
22.0,5.2,0.30,16.31,2.82,36.0,336.15
21.5,0,0.32,16.27,2.68,34.5,335.39
21.0,0,0.30,16.41,3.13,34.0,321.67
22.0,0,0.13,16.27,3.81,35.0,300.83
23.0,0,0.10,16.33,3.54,35.0,318.33
22.0,0,0.11,16.18,3.47,34.0,310.00
22.0,45.5,0.20,15.80,3.20,33.0,292.50
21.0,0,0.24,14.94,3.82,33.0,312.50
17.5,0,0.20,14.86,3.36,29.5,303.33
18.5,0,0.11,15.60,3.60,26.0,310.83
20.0,0,0.10,15.49,3.38,28.0,309.17
20.0,0,0.14,15.12,3.63,32.0,299.17
20.0,0,0.19,14.93,3.34,33.0,302.50
18.0,0,0.24,14.66,4.25,34.0,275.83
19.0,0,0.29,7.08,4.65,32.0,290.83
20.0,0.8,0.16,15.02,3.72,34.0,289.17
16.0,0,0.16,14.72,3.70,33.0,292.50
15.0,0,0.16,14.58,3.56,31.0,295.00
15.0,2.7,0.14,14.66,4.09,28.0,270.00
16.0,18,0.14,13.99,3.78,32.0,238.33
16.0,115,0.12,13.66,3.55,30.0,255.83
17.0,1.2,0.12,13.95,3.30,33.0,249.17
17.0,35,0.13,14.35,3.65,33.0,235.46
16.0,0,0.13,14.40,3.90,32.0,217.78
15.0,0,0.21,14.29,2.70,31.0,227.78
16.0,0,0.16,14.23,3.31,30.0,214.44
15.0,0,0.13,14.14,3.74,31.0,215.56
16.0,0,0.13,14.21,3.73,28.0,217.78
15.0,0,0.11,14.18,3.83,29.0,208.89
14.0,0,0.10,14.03,3.82,28.0,205.56
12.0,0,0.10,14.00,3.75,27.0,198.89
12.0,0,0.18,12.78,2.87,27.0,205.56
13.0,0,0.28,11.57,2.45,27.0,196.67
12.0,0,0.29,12.96,2.80,28.0,188.89
11.0,0,0.33,13.04,3.75,28.0,187.78
12.0,0,0.24,4.08,3.77,27.0,172.22
11.0,0,0.20,13.49,3.32,27.0,171.11
10.0,14.4,0.18,13.46,3.32,27.0,172.22
11.0,0,0.09,13.75,4.14,27.0,157.78
14.0,0,0.09,12.78,5.03,28.0,166.67
12.0,0,0.19,10.70,3.89,27.0,152.22
13.0,0,0.18,9.72,3.77,27.0,150.22
12.0,0,0.13,12.91,3.65,27.0,149.33
11.0,0,0.46,2.90,4.46,27.0,151.33
13.0,0,0.49,1.51,3.99,27.0,148.22
13.0,9,0.25,11.57,3.13,27.0,144.89
11.0,6,0.11,13.72,3.67,27.0,150.44
12.0,0.2,0.16,13.44,3.83,27.0,142.89
11.0,0,0.22,13.34,3.95,27.0,141.78
12.0,0,0.24,13.26,3.40,27.0,140.89
11.0,0,0.22,13.39,3.70,27.0,148.00
12.0,0,0.09,13.71,4.14,27.0,134.00
11.5,0,0.11,13.63,3.74,26.5,136.89
11.0,0,0.14,12.67,4.68,26.0,135.78
11.0,0,0.14,13.34,4.41,26.0,132.22
11.0,0,0.45,0.08,5.61,24.0,131.11
10.5,0,0.39,13.79,4.44,24.5,130.22
10.0,0,0.44,12.84,3.83,23.0,122.22
9.5,0,0.58,11.73,3.08,22.5,117.78
9.0,0,0.56,10.73,3.88,22.0,121.33
9.0,0,0.62,12.34,2.78,22.0,127.11
10.0,0,0.57,10.65,2.98,22.0,127.78
10.5,0,0.55,7.80,4.02,22.5,126.89
7.8,0,0.50,13.48,3.62,22.2,128.67
8.3,0,0.50,11.99,3.98,21.7,130.89
8.3,0,0.49,12.86,4.23,21.7,135.56
7.6,0,0.49,13.95,3.11,21.7,136.67
7.4,0,0.44,14.25,3.58,20.9,133.78
7.2,0,0.41,13.88,4.16,20.3,137.78
7.4,0,0.39,13.77,4.15,20.6,132.89
8.0,0,0.43,13.71,3.76,20.0,140.44
7.6,0,0.44,9.09,4.07,21.4,130.89
7.8,0,0.69,2.51,4.74,20.6,126.44
7.4,0,0.73,5.01,3.77,20.0,130.22
6.9,0,0.46,13.76,4.42,18.6,132.67
6.7,0,0.47,15.08,4.33,17.5,119.11
5.8,0,0.41,13.37,4.40,17.2,120.67
5.7,0,0.47,9.47,4.37,18.1,127.11
5.5,0,0.42,13.17,4.83,17.5,121.78
5.9,0,0.36,9.88,6.82,17.8,118.89
5.6,0,0.45,8.14,4.41,19.5,126.00
5.6,0,0.64,1.20,3.78,19.5,120.44
5.2,0,0.47,15.00,4.01,20.0,116.89
5.9,0,0.42,15.91,4.37,19.2,116.89
4.8,0,0.47,15.68,3.44,18.9,121.56
4.8,0,0.43,15.70,3.77,18.9,133.78
5.6,0,0.41,16.45,4.16,18.6,132.67
4.8,0,0.37,16.08,4.51,18.9,116.00
5.4,0,0.37,16.16,4.14,19.7,124.44
5.0,0,0.39,13.98,4.74,20.3,115.33
5.6,0,0.37,16.50,4.40,20.0,116.22
5.4,0,0.37,15.11,4.66,19.7,115.11
5.2,0,0.46,4.57,5.50,20.0,116.89
6.1,0,0.39,16.94,4.02,20.0,116.00
6.3,0,0.37,17.02,4.34,19.3,112.67
5.5,0,0.41,9.47,3.86,18.2,112.44
6.5,0,0.63,6.80,3.87,19.1,109.78
4.8,0,0.65,10.25,3.61,17.1,111.56
5.0,0,0.53,15.56,4.89,17.4,105.33
4.6,0,0.58,10.44,3.79,17.8,107.11
4.1,0,0.52,14.34,4.77,18.5,114.22
4.4,0,0.42,18.21,4.11,19.3,116.22
4.6,0,0.42,18.12,3.70,19.3,112.44
4.8,0,0.37,17.16,4.51,19.1,108.00
4.8,0,0.35,18.81,5.45,18.9,106.22
4.8,0,0.35,17.13,5.15,17.8,107.11
5.6,0,0.31,17.08,6.96,18.9,104.44
4.8,0,0.35,18.49,6.63,19.3,103.56
5.6,0,0.37,18.39,6.33,20.2,100.89
4.8,0,0.42,17.42,5.95,18.9,99.11
5.2,0,0.49,15.95,6.37,17.1,98.22
4.4,0,0.33,19.17,6.27,17.0,100.00
2.6,0,0.31,19.20,6.29,14.8,97.33
3.7,0,0.30,20.22,5.88,17.4,95.56
5.0,0,0.38,20.59,4.94,19.6,90.22
4.0,0,0.42,19.36,5.14,17.8,91.11
3.3,0,0.34,19.51,5.64,13.7,92.00
3.7,0,0.31,20.02,5.31,16.7,92.89
4.8,0,0.41,10.53,5.96,15.9,95.56
5.4,0,0.25,20.62,5.03,18.3,93.78
5.9,0,0.24,20.14,5.48,20.4,92.00
6.0,0,0.33,19.57,5.14,19.3,88.44
6.1,0,0.36,18.69,5.31,21.5,87.56
5.9,0.0,0.25,21.14,6.04,21.8,89.33
7.1,0.0,0.33,16.68,6.37,20.7,96.44
8.2,6.2,0.28,22.42,5.05,22.2,92.00
7.1,3.0,0.27,22.25,5.45,22.9,98.22
7.4,0.0,0.26,22.16,4.84,22.6,97.33
6.5,0.0,0.26,21.63,5.52,20.4,95.56
8.5,0.0,0.29,21.91,5.42,24.2,90.22
8.5,0.0,0.26,21.73,5.11,23.0,89.33
7.8,8.1,0.29,21.64,6.58,22.0,86.67
9.3,1.7,0.29,22.24,6.39,20.0,88.44
10.2,0.5,0.39,13.11,5.80,21.1,87.56
8.9,0.0,0.43,18.11,4.87,19.7,82.22
8.5,0.0,0.29,22.86,5.65,20.4,86.67
7.8,0.0,0.28,22.45,4.86,20.4,91.11
8.1,0.0,0.40,17.67,4.43,22.6,88.44
10.9,0.0,0.40,19.78,4.47,23.0,85.78
10.2,5.6,0.65,7.07,4.07,22.4,82.22
8.7,9.0,0.44,23.25,4.48,19.1,86.67
8.2,1.5,0.52,15.88,4.18,21.5,82.22
8.5,0.0,0.42,22.56,4.60,21.1,83.11
10.6,0.0,0.65,5.95,4.92,22.8,78.67
10.0,0.0,0.35,24.33,4.85,20.4,79.56
10.0,0.0,0.39,24.53,5.09,22.0,82.22
8.7,0.0,0.33,23.91,5.51,22.4,83.11
8.5,0.0,0.33,23.21,6.11,23.3,80.44
10.7,0.0,0.30,24.06,6.32,25.2,84.89
11.5,0.0,0.33,25.59,5.52,24.6,87.56
10.8,0.0,0.28,23.09,4.75,25.3,89.33
10.9,0.0,0.58,7.33,5.78,25.8,88.44
9.6,0.0,0.38,23.39,5.41,23.7,92.89
10.7,0.0,0.56,14.70,5.21,23.0,92.01
9.6,0.0,0.58,21.31,3.53,21.2,89.35
10.5,0.0,0.48,25.83,4.23,23.7,88.44
12.6,1.0,0.33,25.88,5.50,26.3,128.00
13.3,2.0,0.33,25.27,5.98,26.3,102.88
14.4,0.0,0.29,25.91,5.81,28.5,97.33
15.7,3.1,0.28,25.83,6.07,28.7,99.12
16.0,4.9,0.28,20.07,6.01,28.5,95.77
15.6,3.7,0.37,14.93,6.47,28.9,94.67
15.2,1.5,0.27,27.16,5.34,25.6,97.33
12.6,0.0,0.28,27.09,5.61,23.9,88.44
11.8,7.4,0.24,27.46,6.05,24.4,87.56
12.2,10.8,0.23,25.18,7.75,23.9,93.76
12.0,2.6,0.31,22.30,7.25,23.5,92.89
12.6,0.7,0.23,23.64,5.44,22.8,94.67
11.9,0.0,0.18,27.91,6.83,21.5,92.89
13.7,0.2,0.19,28.19,6.11,23.7,95.55
12.6,0.0,0.19,28.33,6.37,25.9,100.90
14.4,0.0,0.24,27.75,6.25,23.1,97.33
12.6,0.2,0.20,27.48,6.25,25.0,121.67
13.7,0.0,0.20,26.94,6.82,25.5,123.92
12.2,0.0,0.19,26.22,7.20,23.3,143.46
12.9,0.0,0.18,27.72,6.92,25.2,130.80
12.9,0.5,0.16,27.17,6.34,27.2,127.04
13.7,0.0,0.19,26.44,6.54,26.5,127.61
12.6,0.0,0.28,21.16,5.61,27.1,130.31
13.0,0.2,0.28,23.57,5.93,26.3,124.26
13.7,0.0,0.40,16.91,5.29,27.6,134.46
14.8,3.7,0.26,28.23,5.46,30.0,141.31
15.2,,0.25,27.20,6.21,30.4,147.21
15.9,6.3,0.27,25.98,6.04,31.9,136.51
16.8,0.0,0.25,27.50,6.83,33.0,145.55
16.8,8.6,0.28,21.87,6.75,32.7,148.97
18.4,0.6,0.24,25.64,5.39,34.3,141.13
18.7,0.0,0.28,28.81,5.10,34.6,147.56
18.9,0.0,0.24,28.94,4.91,35.4,145.67
20.4,0.0,0.20,28.56,5.40,35.7,148.45
21.1,0.0,0.20,27.82,5.18,36.5,150.80
20.0,0.8,0.16,26.89,5.08,34.1,156.44
18.7,0.0,0.14,28.85,5.43,34.4,165.70
17.0,0.0,0.11,29.27,5.85,32.0,173.59
17.0,1.2,0.15,28.29,5.66,30.8,151.33
16.7,2.3,0.16,27.87,5.54,33.1,145.46
16.6,6.3,0.13,28.09,5.41,33.3,145.83
17.8,7.1,0.13,28.88,5.88,33.3,164.26
18.9,10.6,0.13,26.64,5.38,34.1,166.40
20.4,5.6,0.15,28.13,4.71,35.5,210.04
19.1,6.6,0.19,25.31,5.61,32.2,230.40
18.1,0.0,0.20,29.56,5.29,31.1,227.34
17.2,0.0,0.13,27.83,5.38,32.2,228.89
18.9,0.0,0.13,28.44,5.16,33.2,203.63
19.6,0.0,0.19,26.40,3.37,33.7,235.36
18.9,0.0,0.23,25.41,2.93,35.2,287.40
20.2,0.0,0.18,29.35,3.94,34.8,276.50
21.8,0.0,0.21,29.31,4.71,35.7,280.39
20.9,0.0,0.21,29.86,5.14,35.4,248.34
21.1,0.0,0.14,30.14,5.28,35.0,245.05
20.2,0.7,0.10,30.47,5.31,34.6,257.81
21.1,1.3,0.13,25.62,4.45,35.4,271.47
20.6,0.4,0.16,18.56,4.51,35.0,340.42
21.7,0.7,0.09,30.41,5.62,34.8,350.24
21.7,0.0,0.11,30.23,6.62,35.7,370.71
21.7,0.0,0.14,29.70,5.67,35.2,431.63
19.2,0.0,0.11,30.18,5.57,32.4,396.73
19.1,1.7,0.13,29.31,5.42,32.4,383.77
19.4,0.0,0.16,28.68,5.38,34.3,395.74
19.6,0.3,0.17,28.87,5.62,35.4,429.07
21.5,0.1,0.16,28.74,5.07,36.5,514.64
22.1,5.0,0.19,21.76,3.41,37.4,614.27
21.9,0.0,0.18,20.93,4.01,37.8,620.86
20.4,0.0,0.16,29.31,4.25,38.1,566.05
21.1,0.0,0.15,29.92,4.74,37.8,517.77
22.4,9.9,0.16,29.92,4.66,39.3,478.63
21.9,0.0,0.12,30.56,5.00,40.0,486.20
24.3,0.0,0.10,30.92,5.41,39.8,495.34
23.2,0.0,0.12,30.56,5.53,39.3,504.11
24.6,0.0,0.11,29.84,5.04,39.8,571.37
24.8,0.1,0.10,28.72,4.23,38.2,566.92
20.6,0.0,0.13,24.90,4.02,37.2,526.64
21.5,1.9,0.15,29.66,4.64,38.9,515.86
22.8,7.0,0.16,29.45,4.61,37.6,500.51
22.6,0.0,0.14,29.60,4.47,38.0,497.37
23.0,0.0,0.22,28.83,3.91,37.8,527.30
22.2,0.0,0.17,28.58,3.93,35.9,481.26
22.2,0.0,0.22,25.45,4.52,38.3,467.27
20.9,0.0,0.22,27.61,4.34,39.1,522.95
21.1,0.0,0.24,26.46,4.11,38.3,563.34
20.0,0.0,0.18,27.75,4.30,38.7,546.30
20.9,0.0,0.15,29.79,5.20,38.3,547.63
21.7,0.0,0.14,29.62,4.11,39.3,558.07
21.1,0.0,0.17,29.43,4.09,37.2,533.80
21.6,0.0,0.37,27.79,2.63,37.4,488.25
21.1,0.0,0.37,28.13,2.49,38.3,452.11
21.8,0.0,0.40,27.91,2.54,39.3,436.11
21.6,0.0,0.56,27.35,2.32,39.4,412.99
22.4,0.1,0.49,27.55,2.79,36.9,427.57
21.1,0.0,0.45,26.10,2.77,38.9,426.77
22.8,0.2,0.35,26.85,2.67,39.3,399.52
21.1,0.3,0.30,28.18,2.23,38.9,420.96
21.8,0.0,0.54,18.84,2.27,40.4,431.62
23.3,0.0,0.66,23.30,2.86,39.3,503.66
26.7,11.3,0.73,9.76,2.08,41.8,628.28
28.2,0.1,0.56,24.57,2.43,42.2,685.38
25.6,0.3,0.54,25.34,2.12,42.2,671.32
25.6,0.5,0.57,18.87,2.37,40.7,703.49
22.6,0.4,0.55,26.48,2.37,38.9,729.41
23.3,0.0,0.57,25.50,1.61,39.1,644.63
22.9,0.0,0.64,25.92,1.50,36.3,608.92
22.4,0.0,0.58,27.00,2.04,38.0,567.54
24.1,6.8,0.59,26.39,2.98,37.0,531.57
23.0,0.0,0.65,26.10,2.08,38.9,551.84
23.0,1.6,0.69,16.33,1.72,35.7,604.76
23.0,0.8,0.67,25.46,2.24,39.1,561.27
24.1,0.4,0.71,26.09,2.85,39.6,630.74
23.5,0.8,0.62,26.89,2.71,40.2,762.36
23.0,1.5,0.70,26.62,2.23,40.2,768.17
23.5,0.9,0.67,26.54,2.70,39.8,823.66
22.0,1.7,0.58,26.32,3.03,38.5,1314.34
22.2,0.0,0.50,26.20,2.80,37.1,1102.24
22.6,0.2,0.49,26.71,2.66,35.9,1041.66
20.9,7.0,0.42,26.84,2.99,34.6,1099.46
21.5,0.0,0.39,26.64,3.64,32.2,1059.53
19.3,0.3,0.47,26.21,3.02,33.7,1109.15
24.4,0.0,0.43,26.43,3.74,36.3,1127.57
21.1,3.7,0.48,26.22,3.15,37.0,1113.32
21.6,0.0,0.45,26.03,2.58,33.7,1000.69
21.5,0.8,0.39,26.12,3.40,35.5,1115.25
20.7,0.0,0.38,25.96,3.55,33.0,1503.41
21.8,10.3,0.66,24.75,1.85,31.5,1176.39
21.8,2.9,0.71,24.79,1.67,30.0,1135.30
20.4,0.7,0.77,23.63,1.83,30.3,1176.03
21.9,11.9,0.78,22.46,2.24,30.7,768.32
22.6,1.9,0.58,24.84,2.91,31.5,763.34
21.5,2.5,0.60,20.61,3.00,30.4,797.83
20.4,0.0,0.37,25.71,3.07,28.1,1000.00
21.5,4.6,0.37,25.56,3.11,32.3,1006.65
21.5,16.3,0.42,25.34,3.41,30.7,890.26
21.1,15.3,0.42,25.32,3.10,30.0,791.29
21.1,17.0,0.48,24.67,2.42,31.5,691.89
22.2,9.5,0.65,24.63,2.11,32.6,784.44
20.0,9.6,0.66,24.59,1.95,31.7,776.68
21.1,33.5,0.59,24.64,2.50,31.1,868.06
21.5,1.8,0.77,21.44,1.44,32.2,796.67
22.2,0.1,0.70,22.98,1.87,33.3,819.32
22.2,0.9,0.72,17.69,1.70,33.3,849.17
21.8,0.7,0.84,5.48,1.75,32.2,846.94
22.0,0.0,0.66,15.48,2.07,30.6,835.83
22.2,14.8,0.57,23.77,2.98,32.9,843.62
21.8,1.4,0.57,9.95,3.31,32.2,886.67
21.1,2.6,0.48,7.37,2.74,29.9,960.01
21.8,3.5,0.31,24.91,4.02,29.6,1275.89
21.5,18.8,0.23,25.08,4.20,28.2,801.51
22.6,6.7,0.23,24.94,3.90,32.9,777.16
22.2,18.2,0.41,23.28,2.69,32.2,765.01
21.1,0.1,0.63,4.21,3.37,32.6,781.66
21.5,0.1,0.82,2.23,2.42,28.9,765.55
18.1,41.7,0.89,0.98,2.22,28.5,777.21
20.2,17.3,0.79,3.17,2.03,28.7,931.67
21.1,0.9,0.43,23.17,3.80,29.8,966.67
20.7,2.5,0.39,23.09,3.95,30.0,871.66
23.7,2.1,0.41,22.83,3.46,30.4,803.89
21.5,15.7,0.36,22.61,3.69,32.2,804.46
21.8,36.4,0.35,22.96,3.92,33.1,807.23
23.1,20.4,0.33,22.81,3.87,34.1,784.44
20.4,23.5,0.36,22.47,3.65,33.7,763.88
19.6,39.6,0.41,22.25,3.19,32.6,760.14
20.7,12.6,0.42,21.84,3.07,32.6,833.43
22.2,13.4,0.38,21.73,3.23,33.7,836.00
22.9,3.5,0.37,21.49,3.81,33.0,889.78
22.2,0.2,0.30,21.69,3.74,32.2,830.31
25.2,21.4,0.35,21.42,3.39,33.3,796.70
21.8,18.9,0.38,21.19,3.29,32.2,776.99
23.7,1.9,0.33,21.29,3.80,32.2,630.78
21.1,0.7,0.22,21.57,4.06,31.1,572.50
21.8,3.8,0.26,21.07,3.59,31.5,560.83
20.7,22.1,0.32,20.83,3.02,32.2,539.34
22.2,6.4,0.46,20.17,2.74,32.9,533.95
21.8,7.1,0.34,20.10,3.57,31.5,530.84
20.7,18.8,0.52,19.91,2.48,32.9,534.18
21.8,1.7,0.55,19.23,2.03,30.2,526.87
23.3,3.1,0.58,9.84,1.67,31.1,505.38
22.2,12.9,0.38,19.90,3.49,29.3,556.47
21.1,9.1,0.23,20.15,4.09,31.1,569.58
23.0,25.0,0.23,19.70,4.63,33.3,606.37
22.8,3.1,0.16,19.59,5.06,32.4,574.03
21.5,0.0,0.13,19.50,4.78,31.5,568.08
21.8,1.7,0.21,19.75,3.78,29.7,485.16
20.9,3.9,0.18,19.41,3.91,29.5,486.18
22.6,20.8,0.18,19.56,4.08,33.7,408.76
21.1,10.8,0.19,19.53,3.96,32.6,323.97
22.2,5.1,0.17,19.34,3.77,33.7,283.70
22.2,7.9,0.16,18.46,4.10,32.6,293.24
23.1,4.7,0.12,19.08,5.13,32.2,729.04
20.2,5.0,0.15,18.74,4.73,31.1,1204.04
19.8,1.8,0.16,18.59,4.68,27.4,1137.18
20.0,0.0,0.13,18.65,5.03,31.3,1018.10
20.0,45.2,0.10,18.85,4.75,31.7,800.32
20.4,63.5,0.09,18.75,4.64,29.2,642.30
20.4,19.3,0.07,18.97,4.55,28.0,556.24
21.5,21.2,0.06,18.72,4.41,32.6,452.28
20.7,3.0,0.09,18.48,4.06,31.1,421.05
20.0,2.1,0.08,18.42,4.17,30.8,392.22
20.4,12.0,0.11,17.88,4.44,27.8,377.24
20.2,8.9,0.10,17.66,4.00,31.1,385.62
23.3,6.6,0.19,17.07,4.70,34.8,368.97
21.5,6.1,0.18,17.56,4.54,32.6,351.04
20.2,4.5,0.14,17.30,4.00,28.2,310.01
21.1,21.0,0.18,16.79,3.69,31.1,313.32
19.3,0.8,0.18,16.75,3.65,29.6,308.34
20.0,10.4,0.19,15.85,3.67,28.5,297.49
19.3,20.4,0.27,11.04,3.26,30.7,314.60
17.8,15.9,0.20,16.27,3.75,27.8,299.39
19.3,6.9,0.15,15.96,3.98,31.1,302.31
18.9,21.6,0.12,16.30,3.90,30.0,301.88
18.2,0.3,0.20,16.01,3.73,31.1,291.20
18.5,11.9,0.54,3.01,6.51,31.8,285.20
19.6,4.5,0.32,3.57,3.82,32.9,269.99
22.6,7.3,0.15,15.92,3.58,30.4,261.24
19.6,1.7,0.26,15.85,2.37,29.2,262.09
19.3,4.5,0.76,0.85,2.35,28.1,258.75
18.3,0.0,0.81,3.36,2.53,26.8,282.91
19.1,15.4,0.61,2.87,4.07,27.6,228.14
18.5,6.7,0.50,14.56,4.06,27.0,223.75
17.8,2.0,0.39,14.97,4.65,30.7,225.62
17.8,2.5,0.35,15.42,4.98,30.4,220.66
17.8,19.7,0.44,15.37,3.81,30.9,217.72
17.0,5.7,0.52,15.07,3.93,30.7,214.43
17.0,0.1,0.44,14.89,4.20,29.4,207.78
17.4,0.0,0.48,14.72,3.85,31.1,199.99
16.7,0.0,0.43,14.90,4.05,29.3,173.51
17.1,0.3,0.46,14.80,4.00,29.6,178.55
16.7,0.0,0.36,14.47,4.41,29.3,178.75
17.1,1.4,0.35,14.50,4.92,28.9,178.32
17.1,0.9,0.43,13.34,4.21,29.3,190.62
17.1,24.4,0.48,12.42,3.67,28.2,174.78
16.3,38.4,0.44,13.50,4.48,28.2,174.16
15.8,0.4,0.46,12.61,3.78,27.2,172.72
16.3,16.6,0.42,12.74,3.78,28.5,181.67
16.3,3.0,0.37,14.11,4.40,26.7,173.96
16.0,0.0,0.44,14.02,3.82,27.8,170.00
15.6,0.0,0.53,12.71,3.61,27.4,174.59
15.6,0.9,0.49,13.49,3.83,28.2,163.97
16.3,0.0,0.43,13.60,3.86,27.1,166.88
16.7,0.0,0.39,13.98,4.34,27.1,158.13
15.4,0.0,0.45,13.85,3.60,26.9,156.46
15.6,0.0,0.53,9.53,2.98,26.7,160.63
15.4,0.0,0.62,4.30,3.53,26.5,152.92
15.2,0.0,0.39,12.63,4.54,25.9,148.33
14.6,0.0,0.46,5.57,4.71,26.5,144.79
14.6,0.0,0.50,11.68,3.80,27.1,144.17
13.9,0.0,0.51,11.76,3.10,27.1,147.71
13.7,0.0,0.69,3.24,4.29,27.4,141.88
14.1,4.8,0.50,11.74,4.29,27.4,158.13
14.7,0.0,0.49,13.05,3.33,27.4,157.74
15.2,0.0,0.41,13.31,4.11,27.1,154.99
13.9,0.0,0.49,12.67,3.79,26.9,153.35
15.2,0.0,0.48,10.25,3.72,26.3,155.56
13.3,0.0,0.34,13.10,4.44,25.0,148.33
13.3,0.0,0.46,13.36,3.71,25.0,154.99
13.3,2.5,0.47,13.37,3.75,25.6,142.76
12.9,3.0,0.45,13.57,4.01,25.2,156.66
13.3,2.3,0.46,13.51,4.07,25.0,161.67
13.5,0.1,0.49,13.20,3.97,24.5,156.66
10.0,0.0,0.52,12.43,3.43,22.8,152.21
13.1,0.0,0.42,13.36,4.03,25.0,148.33
12.2,7.5,0.47,13.10,3.49,23.9,150.54
11.1,0.9,0.48,12.97,3.58,23.9,150.54
10.7,1.4,0.50,0.08,5.24,23.1,142.22
10.4,0.0,0.54,13.72,3.23,23.7,137.23
10.2,0.0,0.53,13.50,2.47,23.5,138.34
10.1,0.0,0.72,4.51,2.42,23.7,135.56
10.7,0.0,0.67,13.52,4.03,22.6,143.32
9.3,0.0,0.56,13.82,3.78,22.9,137.23
8.9,0.0,0.57,13.85,3.81,22.9,132.22
8.5,0.0,0.47,13.88,3.81,22.6,131.65
7.8,0.0,0.46,13.75,3.73,22.2,131.12
8.3,0.0,0.44,6.41,3.79,21.5,130.01
8.3,0.0,0.38,14.00,3.93,21.3,126.67
7.6,0.0,0.39,14.45,4.30,21.3,124.43
7.4,0.0,0.53,13.16,2.61,20.6,122.22
7.2,0.0,0.79,2.57,3.36,20.2,119.99
7.4,0.0,0.53,14.15,4.13,20.6,118.88
8.0,0.0,0.48,14.28,3.99,20.2,118.35
7.6,0.0,0.44,14.51,4.71,20.9,107.22
7.8,0.0,0.39,14.17,4.28,20.6,104.44
7.4,0.0,0.32,14.73,5.03,20.0,99.46
6.9,0.0,0.35,14.67,5.03,19.3,96.68
6.7,0.0,0.40,11.46,4.64,18.1,95.55
5.8,0.0,0.41,14.68,4.51,17.4,102.23
5.7,0.0,0.45,8.43,4.57,18.0,106.68
5.5,0.0,0.38,14.42,4.62,18.0,108.32
5.9,0.0,0.39,14.77,4.45,18.1,121.12
5.6,0.0,0.39,14.92,4.46,19.3,113.33
5.6,0.0,0.38,15.33,4.46,18.9,110.56
5.2,0.2,0.34,12.46,5.05,19.3,111.12
5.9,0.0,0.38,14.74,4.42,18.3,108.89
4.8,0.0,0.47,11.88,5.40,18.2,111.66
4.8,0.0,0.41,15.38,4.88,18.5,103.90
5.6,2.3,0.37,14.49,3.65,18.0,106.11
4.8,0.0,0.39,15.73,4.47,18.5,112.77
5.4,0.0,0.36,15.91,5.31,18.7,109.45
5.0,0.0,0.29,16.46,4.91,19.1,106.11
5.6,0.0,0.36,16.23,5.42,18.1,108.32
5.4,0.0,0.44,15.34,4.95,18.3,105.54
5.2,0.0,0.47,15.11,5.13,18.5,106.68
6.1,0.0,0.66,6.10,5.80,18.1,104.44
5.6,0.0,0.5,11.9,3.58,19.4,107.78
5.5,0.0,0.3,12.0,5.46,18.5,101.10
6.2,2.1,0.5,11.6,3.03,18.9,105.54
4.9,1.0,0.5,11.7,3.98,18.1,101.67
5.0,0.0,0.4,15.4,5.65,18.2,101.10
5.0,0.0,0.5,10.8,4.40,18.0,96.68
4.8,0.0,0.5,15.1,3.69,17.9,98.89
5.1,0.0,0.4,17.1,3.37,18.9,91.67
4.5,10.8,0.4,16.9,3.16,18.1,93.88
4.2,2.2,0.3,17.5,4.20,17.1,89.43
3.7,0.7,0.3,16.5,4.74,15.8,93.34
